"id"	"X66_D0"	"X68_D0"	"X69_D0"	"X66_D4"	"X68_D4"	"X69_D4"	"X66_D7"	"X68_D7"	"X69_D7"	"X66_D28"	"X68_D28"	"X69_D28"
"ENSMMUG00000021160"	24	8	57	3	2	12	13	22	11	30	30	57
"ENSMMUG00000021161"	0	0	0	0	0	0	0	1	0	0	0	0
"ENSMMUG00000021162"	1	0	0	7	2	6	9	7	2	0	2	0
"ENSMMUG00000021163"	1	0	3	0	0	1	0	1	1	0	1	0
"ENSMMUG00000021164"	5645	1886	1824	14646	11606	16044	10904	11242	17523	2548	2036	1388
"ENSMMUG00000021165"	499	192	194	494	480	494	499	342	594	604	564	132
"ENSMMUG00000021166"	234	127	207	394	314	373	333	278	504	249	240	80
"ENSMMUG00000021168"	0	0	0	0	0	0	2	1	2	0	0	0
"ENSMMUG00000021169"	7	37	15	135	74	41	37	30	19	8	3	11
"ENSMMUG00000021171"	4	3	9	1	11	5	12	18	11	3	7	8
"ENSMMUG00000021172"	228	105	203	171	170	230	185	177	236	168	205	71
"ENSMMUG00000021173"	887	391	760	963	766	1142	508	498	612	553	425	376
"ENSMMUG00000021174"	229	80	153	116	145	192	159	187	209	119	154	70
"ENSMMUG00000021175"	7	6	3	3	6	11	3	3	4	1	7	0
"ENSMMUG00000021176"	0	0	0	0	0	0	0	0	0	0	2	0
"ENSMMUG00000021177"	8	4	19	0	1	3	0	1	0	4	36	19
"ENSMMUG00000021178"	0	0	0	0	0	0	0	1	0	0	1	0
"ENSMMUG00000021179"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMMUG00000021180"	1	1	1	2	1	3	11	11	22	0	1	0
"ENSMMUG00000021181"	304	231	220	506	557	679	694	744	851	436	274	138
"ENSMMUG00000021182"	82	44	27	29	21	45	6	8	3	79	61	20
"ENSMMUG00000021183"	28	8	7	10	9	21	29	35	20	20	18	1
"ENSMMUG00000021184"	1930	972	1236	2514	2541	2225	2190	1577	2695	1206	1514	514
"ENSMMUG00000021185"	9	11	18	112	76	125	64	123	181	0	4	1
"ENSMMUG00000021186"	68	78	64	275	87	102	353	257	741	72	53	28
"ENSMMUG00000021187"	0	0	0	0	0	4	2	3	1	3	0	0
"ENSMMUG00000021188"	1	2	6	1	4	4	3	1	5	0	4	3
"ENSMMUG00000021189"	80	84	57	57	57	59	117	69	87	96	118	65
"ENSMMUG00000021190"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMMUG00000021191"	2	0	4	8	1	4	0	3	6	8	7	1
"ENSMMUG00000021192"	165	11	12	32	9	2	25	26	2	95	34	0
"ENSMMUG00000021193"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMMUG00000021194"	5	3	3	12	0	0	68	19	29	0	0	0
"ENSMMUG00000021195"	0	0	0	0	0	0	0	0	0	6	0	0
"ENSMMUG00000021196"	0	2	3	0	0	0	0	0	1	0	0	1
"ENSMMUG00000021197"	301	237	704	209	285	322	152	44	142	209	224	278
"ENSMMUG00000021198"	43	15	42	2	9	6	10	2	0	15	27	41
"ENSMMUG00000021199"	394	370	490	259	329	360	259	188	285	553	631	392
"ENSMMUG00000021202"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMMUG00000021204"	332	160	289	143	157	139	64	53	63	289	333	126
"ENSMMUG00000021205"	1	2	0	2	2	0	3	0	0	0	2	0
"ENSMMUG00000021206"	8	6	14	10	7	6	1	2	5	6	0	0
"ENSMMUG00000021207"	33	47	53	43	26	21	9	3	7	39	65	26
"ENSMMUG00000021208"	0	0	0	0	0	0	0	1	0	0	0	0
"ENSMMUG00000021210"	698	340	440	522	448	506	935	1002	1685	445	401	216
"ENSMMUG00000021214"	6	5	5	7	2	5	4	0	3	5	3	0
"ENSMMUG00000021215"	0	0	1	0	0	0	0	0	1	0	0	0
"ENSMMUG00000021216"	1	0	2	1	0	0	3	7	2	0	0	0
"ENSMMUG00000021218"	4118	1852	2304	8192	4884	7572	6356	6454	11111	2921	2396	1271
"ENSMMUG00000021219"	0	0	1	0	1	0	2	1	1	4	0	0
"ENSMMUG00000021220"	4	3	10	8	6	6	8	8	15	14	6	8
"ENSMMUG00000021221"	73	47	97	143	57	52	186	168	234	97	95	52
"ENSMMUG00000021222"	10	1	10	3	1	7	0	1	0	7	1	4
"ENSMMUG00000021223"	0	1	0	0	2	0	2	2	1	0	0	2
"ENSMMUG00000021224"	11	3	1	1	1	0	2	2	0	17	17	0
"ENSMMUG00000021225"	8	9	12	8	5	14	11	25	12	12	10	0
"ENSMMUG00000021226"	17	6	8	26	19	15	10	7	7	27	29	0
"ENSMMUG00000021227"	441	149	221	414	165	243	399	243	389	330	363	107
"ENSMMUG00000021228"	453	220	419	342	401	347	148	124	106	275	268	178
"ENSMMUG00000021229"	132	57	89	123	94	100	99	75	113	116	117	90
"ENSMMUG00000021230"	0	0	3	1	0	0	0	2	0	0	0	0
"ENSMMUG00000021231"	2	1	2	0	0	0	4	2	1	0	5	0
"ENSMMUG00000021232"	0	0	0	1	0	0	7	4	8	0	3	0
"ENSMMUG00000021233"	195	95	188	190	236	251	107	96	85	202	225	61
"ENSMMUG00000021235"	45	28	75	46	36	55	42	39	61	58	59	8
"ENSMMUG00000021236"	73	56	49	110	100	144	312	423	345	91	114	66
"ENSMMUG00000021237"	180	71	108	78	52	83	79	79	148	110	152	103
"ENSMMUG00000021238"	17	13	32	3	1	7	4	5	1	26	24	12
"ENSMMUG00000021239"	34	19	58	4	6	10	10	3	4	46	39	22
"ENSMMUG00000021240"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMMUG00000021241"	5	0	2	3	0	0	3	3	0	0	2	0
"ENSMMUG00000021242"	1904	877	1655	1385	1709	2382	1601	1430	1669	1358	1477	818
"ENSMMUG00000021243"	55	6	11	102	54	122	69	68	64	14	10	5
"ENSMMUG00000021244"	0	0	0	0	1	0	0	0	0	0	0	0
"ENSMMUG00000021245"	0	0	0	0	0	0	0	1	2	0	0	0
"ENSMMUG00000021246"	5	8	1	1	3	5	2	0	1	4	12	6
"ENSMMUG00000021247"	3	2	6	4	2	4	32	22	16	1	1	6
"ENSMMUG00000021248"	129	103	112	98	123	188	65	133	52	165	100	79
"ENSMMUG00000021249"	0	0	1	0	0	0	0	0	0	0	0	0
"ENSMMUG00000021250"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMMUG00000021251"	0	0	0	0	0	0	0	1	0	0	0	0
"ENSMMUG00000021252"	12	9	27	10	12	22	22	21	24	17	6	16
"ENSMMUG00000021253"	0	0	0	0	0	0	8	1	0	0	0	0
"ENSMMUG00000021254"	0	0	2	0	0	1	25	0	2	0	0	0
"ENSMMUG00000021255"	256	128	269	277	256	446	397	384	400	293	279	106
"ENSMMUG00000021256"	6	11	10	3	8	7	6	2	1	8	5	9
"ENSMMUG00000021257"	0	0	0	2	0	0	4	1	2	0	0	0
"ENSMMUG00000021258"	3	2	4	3	1	2	0	4	3	5	13	0
"ENSMMUG00000021259"	22	20	32	17	11	9	27	28	30	27	14	15
"ENSMMUG00000021260"	34	25	18	11	15	7	108	160	270	23	26	9
"ENSMMUG00000021261"	0	1	1	3	2	1	3	1	1	2	0	0
"ENSMMUG00000021262"	7	7	1	7	3	3	34	58	27	1	5	9
"ENSMMUG00000021265"	0	0	0	0	0	0	1	1	0	0	0	0
"ENSMMUG00000021266"	18	12	30	25	20	25	6	4	16	24	32	8
"ENSMMUG00000021267"	5	5	23	5	0	2	7	2	1	9	3	0
"ENSMMUG00000021269"	1	9	4	18	8	21	4	8	2	1	1	1
"ENSMMUG00000021270"	0	0	0	0	0	0	0	1	0	0	0	0
"ENSMMUG00000021272"	184	112	191	99	147	152	39	57	61	160	292	61
"ENSMMUG00000021273"	9	6	7	5	6	9	8	7	6	5	5	6
"ENSMMUG00000021274"	1	0	0	1	0	0	1	1	1	0	0	0
"ENSMMUG00000021275"	11	4	3	2	6	3	0	1	1	0	2	0
"ENSMMUG00000021276"	195	143	150	178	151	140	121	81	115	162	142	88
"ENSMMUG00000021278"	445	233	518	241	297	375	139	134	197	307	294	148
"ENSMMUG00000021279"	1510	1326	1334	1011	1048	752	384	303	294	1350	2311	721
"ENSMMUG00000021280"	28	9	22	25	21	25	19	31	22	32	15	15
"ENSMMUG00000021281"	0	2	1	0	0	0	0	4	1	0	0	1
"ENSMMUG00000021282"	330	176	263	545	425	430	769	799	1218	371	334	234
"ENSMMUG00000021284"	159	88	115	150	158	183	139	149	232	177	121	77
"ENSMMUG00000021285"	1115	685	1078	1020	977	932	929	673	748	964	901	473
"ENSMMUG00000021286"	0	2	0	2	1	0	0	3	0	0	0	0
"ENSMMUG00000021287"	101	71	85	88	103	118	224	315	187	146	90	40
"ENSMMUG00000021288"	1180	4224	1777	1568	3404	1574	4352	1281	3675	1396	5508	826
"ENSMMUG00000021289"	0	0	4	1	0	0	0	2	2	0	1	0
"ENSMMUG00000021290"	17	3	6	3	5	2	7	3	1	4	9	10
"ENSMMUG00000021291"	506	393	449	564	857	905	643	401	755	658	579	257
"ENSMMUG00000021292"	56	19	28	14	25	36	40	26	39	70	76	25
"ENSMMUG00000021293"	1	1	3	2	1	0	6	8	4	0	0	0
"ENSMMUG00000021294"	0	0	1	0	0	0	0	1	0	0	0	0
"ENSMMUG00000021295"	29	4	11	6	5	6	9	6	7	29	10	25
"ENSMMUG00000021296"	23	14	21	20	29	39	33	30	37	14	21	23
"ENSMMUG00000021297"	1	2	7	0	4	0	0	0	2	0	2	6
"ENSMMUG00000021298"	0	0	0	0	0	0	1	1	0	0	0	0
"ENSMMUG00000021299"	1437	833	944	2281	2762	3619	6346	5238	9446	1362	1695	582
"ENSMMUG00000021300"	0	0	4	0	0	0	0	1	0	0	2	1
"ENSMMUG00000021301"	715	270	607	678	758	722	498	486	753	564	489	369
"ENSMMUG00000021302"	2	9	2	17	2	1	3	18	6	0	0	0
"ENSMMUG00000021303"	0	0	0	0	0	0	2	14	1	0	0	0
"ENSMMUG00000021304"	0	2	0	0	0	0	1	45	4	0	0	0
"ENSMMUG00000021306"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMMUG00000021308"	1	0	0	0	0	0	1	0	1	0	0	0
"ENSMMUG00000021309"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMMUG00000021311"	652	355	556	568	569	499	607	421	703	775	772	428
"ENSMMUG00000021312"	412	98	121	233	267	333	549	392	973	427	427	44
"ENSMMUG00000021313"	13	6	14	8	6	16	20	25	29	17	30	5
"ENSMMUG00000021314"	7045	5879	7507	4840	4635	4537	2914	1807	2688	10092	10018	5166
"ENSMMUG00000021315"	0	1	2	0	0	2	1	0	2	0	1	0
"ENSMMUG00000021316"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMMUG00000021318"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMMUG00000021319"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMMUG00000021320"	426	259	318	294	388	382	204	167	147	332	351	166
"ENSMMUG00000021324"	25	9	10	8	4	8	15	3	7	23	3	0
"ENSMMUG00000021326"	25	9	24	21	11	11	21	19	15	16	6	5
"ENSMMUG00000021327"	67	37	58	51	38	70	99	88	138	43	69	18
"ENSMMUG00000021328"	480	384	365	378	329	345	206	207	203	629	732	221
"ENSMMUG00000021329"	101	286	318	167	132	128	98	235	99	102	393	114
"ENSMMUG00000021330"	653	251	456	1036	1629	1127	3666	1757	1171	564	451	157
"ENSMMUG00000021331"	1	0	4	0	1	0	0	0	0	1	1	0
"ENSMMUG00000021332"	0	0	1	0	0	0	2	0	0	0	0	0
"ENSMMUG00000021333"	1	0	0	0	0	0	0	1	1	0	0	0
"ENSMMUG00000021334"	18	9	18	1	5	4	4	1	11	11	13	25
"ENSMMUG00000021336"	19	12	69	17	15	86	53	53	242	9	23	46
"ENSMMUG00000021337"	3	0	6	5	0	7	6	5	26	0	2	0
"ENSMMUG00000021338"	1	3	4	0	0	0	8	4	5	0	1	0
"ENSMMUG00000021340"	0	0	2	0	0	1	1	1	5	0	0	0
"ENSMMUG00000021341"	0	0	1	0	0	0	0	0	18	0	0	2
"ENSMMUG00000021343"	1358	508	1080	1134	1068	1216	878	684	896	1140	1120	521
"ENSMMUG00000021344"	10	8	8	0	2	4	3	0	5	0	6	0
"ENSMMUG00000021345"	2569	995	2101	1979	1583	2401	1487	1491	1542	2353	2405	1245
"ENSMMUG00000021347"	693	1293	667	1120	1182	616	356	296	335	540	804	349
"ENSMMUG00000021348"	0	0	0	0	0	0	0	1	1	0	0	0
"ENSMMUG00000021349"	1	0	1	0	0	0	0	0	0	0	0	0
"ENSMMUG00000021350"	1607	782	1270	1775	1543	2020	3438	3298	5083	1712	1689	889
"ENSMMUG00000021351"	379	143	256	467	412	479	392	274	464	376	215	144
"ENSMMUG00000021352"	992	1260	1250	562	467	436	820	473	478	1083	1625	639
"ENSMMUG00000021353"	100	37	47	28	7	14	8	8	4	71	46	8
"ENSMMUG00000021354"	2	6	0	1	2	0	0	1	2	0	3	0
"ENSMMUG00000021355"	1	0	0	0	0	0	0	1	1	0	0	0
"ENSMMUG00000021356"	903	493	729	1080	1229	1098	769	770	770	910	793	397
"ENSMMUG00000021357"	3	0	1	3	1	3	1	0	0	0	1	0
"ENSMMUG00000021358"	317	89	161	403	624	550	140	55	60	252	264	66
"ENSMMUG00000021359"	1	0	0	0	0	0	0	0	0	0	0	0
"ENSMMUG00000021360"	7	3	7	8	1	5	7	4	3	1	1	0
"ENSMMUG00000021361"	521	260	344	683	645	661	743	425	705	364	349	215
"ENSMMUG00000021362"	291	197	274	348	210	147	282	176	95	154	356	85
"ENSMMUG00000021363"	1	2	2	1	1	0	1	3	2	0	4	1
"ENSMMUG00000021364"	583	417	1017	697	874	865	410	262	346	503	674	324
"ENSMMUG00000021366"	45	39	45	30	11	17	38	16	7	81	68	54
"ENSMMUG00000021368"	0	0	0	0	0	0	1	0	0	0	0	0
"ENSMMUG00000021369"	0	0	0	0	0	0	1	0	0	0	0	0
"ENSMMUG00000021370"	4	3	3	9	11	9	1	4	0	1	2	0
"ENSMMUG00000021371"	65	145	202	89	78	107	38	17	15	102	136	135
"ENSMMUG00000021372"	1	1	0	1	2	2	0	2	3	0	0	0
"ENSMMUG00000021373"	5	5	13	6	10	22	16	15	29	3	8	1
"ENSMMUG00000021374"	1765	762	1386	1733	1456	1941	2001	1996	3221	1684	1784	842
"ENSMMUG00000021376"	5	25	14	6	7	12	9	9	5	5	15	2
"ENSMMUG00000021377"	197	126	193	74	63	101	56	60	41	234	216	149
"ENSMMUG00000021378"	9	15	8	7	12	12	15	18	28	22	10	5
"ENSMMUG00000021379"	46	26	26	27	61	97	265	458	384	46	46	22
"ENSMMUG00000021380"	912	1013	1545	1538	1971	2608	1020	942	836	998	1597	574
"ENSMMUG00000021382"	617	361	548	625	599	959	1036	1203	873	684	684	410
"ENSMMUG00000021384"	1	0	0	2	2	2	1	0	0	0	0	0
"ENSMMUG00000021385"	12	3	18	1	4	12	17	22	24	11	15	19
"ENSMMUG00000021386"	631	423	470	652	606	644	783	741	820	905	980	390
"ENSMMUG00000021387"	1	2	2	0	1	0	0	0	1	0	6	4
"ENSMMUG00000021388"	9	3	4	6	2	1	33	17	35	3	5	0
"ENSMMUG00000021389"	946	351	449	2217	3738	2188	3746	3113	2425	986	240	50
"ENSMMUG00000021391"	85	64	99	95	75	88	62	47	59	103	125	59
"ENSMMUG00000021392"	0	0	0	0	0	0	1	0	1	0	0	0
"ENSMMUG00000021393"	844	361	682	1568	833	1178	990	661	1227	974	884	368
"ENSMMUG00000021395"	34	26	50	4	8	20	15	11	9	28	29	22
"ENSMMUG00000021397"	29	66	37	28	25	36	24	56	38	23	24	40
"ENSMMUG00000021398"	1	0	0	0	0	0	0	0	0	0	0	0
"ENSMMUG00000021399"	848	585	804	703	805	1248	950	1209	498	799	694	490
"ENSMMUG00000021400"	296	361	328	266	228	168	205	69	75	235	557	137
"ENSMMUG00000021401"	750	303	232	476	320	362	527	452	598	1144	1776	255
"ENSMMUG00000021403"	1	0	0	2	0	0	0	2	2	0	1	0
"ENSMMUG00000021404"	0	0	0	1	0	0	2	3	3	0	0	0
"ENSMMUG00000021407"	99	72	84	49	57	87	118	124	89	65	53	29
"ENSMMUG00000021408"	23	12	13	11	7	22	16	35	12	7	9	1
"ENSMMUG00000021409"	228	134	179	143	176	201	133	109	101	239	257	127
"ENSMMUG00000021410"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMMUG00000021412"	0	0	0	0	0	0	1	2	1	0	0	0
"ENSMMUG00000021413"	12	11	17	61	93	134	31	28	22	10	18	0
"ENSMMUG00000021414"	0	0	0	0	0	0	1	0	0	0	0	0
"ENSMMUG00000021415"	18	12	25	1	1	5	3	11	5	12	11	4
"ENSMMUG00000021417"	270	232	286	378	493	402	965	981	1245	399	248	175
"ENSMMUG00000021418"	898	715	679	1426	1337	1220	1358	1287	2084	611	964	369
"ENSMMUG00000021419"	956	620	914	1265	1265	1108	742	537	806	814	910	339
"ENSMMUG00000021420"	4	4	8	14	0	3	19	18	5	8	4	9
"ENSMMUG00000021421"	1	0	3	1	0	1	1	1	2	5	2	4
"ENSMMUG00000021423"	143	132	98	597	614	637	123	54	129	50	180	45
"ENSMMUG00000021424"	0	0	0	0	1	0	2	2	0	0	0	0
"ENSMMUG00000021425"	1235	949	1408	847	1139	1028	1298	994	1278	1978	2441	942
"ENSMMUG00000021426"	238	109	258	106	89	111	133	130	101	236	197	146
"ENSMMUG00000021427"	0	0	1	0	1	2	0	0	0	0	0	0
"ENSMMUG00000021428"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMMUG00000021429"	0	2	0	0	1	0	0	0	0	5	0	0
"ENSMMUG00000021431"	1	1	0	0	2	5	0	4	0	0	1	1
"ENSMMUG00000021432"	15	16	24	17	7	25	15	11	22	7	10	10
"ENSMMUG00000021434"	82	34	78	63	40	102	58	71	75	88	51	15
"ENSMMUG00000021436"	816	3902	3275	1405	1676	1326	1226	444	515	840	5045	1147
"ENSMMUG00000021438"	0	0	0	0	0	0	1	1	0	0	0	0
"ENSMMUG00000021439"	0	0	0	0	0	0	0	1	0	0	0	0
"ENSMMUG00000021441"	1149	535	720	784	814	640	809	547	667	766	1071	348
"ENSMMUG00000021442"	3	2	0	1	1	0	0	2	1	11	2	0
"ENSMMUG00000021443"	0	0	0	0	0	1	0	0	0	0	0	0
"ENSMMUG00000021444"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMMUG00000021446"	656	292	421	301	360	512	389	434	431	613	571	230
"ENSMMUG00000021447"	2180	1096	1312	3414	3572	5017	4223	3128	4739	2052	1832	595
"ENSMMUG00000021448"	1	1	3	1	2	3	5	10	3	3	0	0
"ENSMMUG00000021449"	4794	1464	3244	3493	4093	4532	6088	5665	5210	3453	3437	1711
"ENSMMUG00000021451"	0	0	0	0	0	0	1	0	0	0	0	0
"ENSMMUG00000021453"	83	23	41	190	143	280	61	33	54	38	16	6
"ENSMMUG00000021454"	3	0	0	11	15	15	9	11	17	0	0	0
"ENSMMUG00000021456"	0	3	0	0	0	0	0	0	0	0	1	5
"ENSMMUG00000021457"	496	323	506	754	735	822	723	680	1007	398	381	192
"ENSMMUG00000021458"	1224	619	892	1608	1339	1260	1607	1411	2300	1348	1359	626
"ENSMMUG00000021459"	10117	4515	9057	6691	9287	11078	4945	6208	5511	9442	9947	4465
"ENSMMUG00000021460"	141	107	103	524	496	494	578	512	789	162	178	66
"ENSMMUG00000021461"	542	462	651	1028	1290	1670	1377	1220	1148	511	739	377
"ENSMMUG00000021462"	4	1	4	4	2	3	3	18	9	16	6	7
"ENSMMUG00000021463"	0	0	0	0	4	1	0	0	2	2	0	0
"ENSMMUG00000021466"	37	30	27	39	39	43	17	17	2	30	50	39
"ENSMMUG00000021467"	34	23	36	20	31	24	5	5	6	15	49	11
"ENSMMUG00000021468"	72	25	37	63	59	81	156	97	114	77	34	14
"ENSMMUG00000021469"	15	8	8	13	34	21	3	4	2	13	4	3
"ENSMMUG00000021470"	14	20	27	52	56	55	41	26	5	25	23	0
"ENSMMUG00000021472"	421	240	349	315	415	431	372	353	223	403	385	211
"ENSMMUG00000021473"	246	152	202	248	276	317	286	241	198	232	239	81
"ENSMMUG00000021474"	167	76	160	129	111	165	98	75	58	74	60	40
"ENSMMUG00000021476"	164	107	120	189	239	239	358	340	405	165	231	63
"ENSMMUG00000021477"	800	755	627	1199	1101	924	2205	1662	1935	647	809	348
"ENSMMUG00000021478"	1087	3247	1439	3574	2892	1966	2388	1890	3188	1078	1328	582
"ENSMMUG00000021479"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMMUG00000021480"	416	201	300	432	442	512	700	717	794	349	362	155
"ENSMMUG00000021482"	2	5	2	2	0	0	0	2	0	3	0	6
"ENSMMUG00000021483"	73	21	35	25	7	17	26	16	8	91	35	28
"ENSMMUG00000021484"	527	232	376	511	787	1012	844	566	624	433	375	176
"ENSMMUG00000021486"	171	199	128	128	102	111	122	124	63	170	200	103
"ENSMMUG00000021489"	0	0	0	0	0	0	0	0	1	0	0	0
"ENSMMUG00000021491"	0	0	0	1	0	0	0	1	1	0	0	0
"ENSMMUG00000021492"	16	5	12	20	17	28	16	13	18	5	22	3
"ENSMMUG00000021493"	0	0	0	0	0	0	0	0	1	0	0	0
"ENSMMUG00000021494"	0	0	0	0	0	0	0	1	0	0	0	0
"ENSMMUG00000021495"	0	0	0	0	0	0	0	0	1	0	0	0
"ENSMMUG00000021496"	3	0	1	0	0	0	0	1	1	4	2	0
"ENSMMUG00000021497"	989	390	623	391	383	372	264	240	242	1112	1459	512
"ENSMMUG00000021498"	1310	484	948	1127	1348	1770	369	341	693	1477	1653	493
"ENSMMUG00000021499"	240	83	45	26	32	13	8	6	2	244	244	45
"ENSMMUG00000021500"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMMUG00000021501"	0	0	0	0	0	0	0	1	1	0	0	0
"ENSMMUG00000021504"	53	65	82	64	77	107	186	219	398	90	107	83
"ENSMMUG00000021505"	0	0	0	0	0	0	1	0	0	0	0	0
"ENSMMUG00000021507"	670	318	655	951	590	1168	708	641	1062	1118	884	601
"ENSMMUG00000021509"	143	169	120	312	331	296	363	346	369	219	178	65
"ENSMMUG00000021510"	2	0	0	0	0	0	0	0	0	0	0	0
"ENSMMUG00000021511"	38	21	18	35	45	11	15	3	2	34	69	9
"ENSMMUG00000021512"	9	10	10	7	10	2	2	0	1	5	22	5
"ENSMMUG00000021514"	1	1	0	1	1	1	1	2	1	3	0	0
"ENSMMUG00000021515"	0	0	2	0	0	0	3	0	2	0	1	0
"ENSMMUG00000021516"	39	252	273	502	249	201	1605	734	751	51	281	63
"ENSMMUG00000021517"	0	0	1	4	1	0	1	2	1	0	0	0
"ENSMMUG00000021518"	155	88	139	140	153	340	290	245	236	149	98	95
"ENSMMUG00000021519"	0	0	1	0	1	0	1	8	1	0	0	0
"ENSMMUG00000021520"	87	90	80	73	72	31	9	17	8	72	93	0
"ENSMMUG00000021523"	2	0	0	0	0	0	0	0	1	0	0	0
"ENSMMUG00000021525"	80	45	63	59	73	109	34	16	7	74	56	25
"ENSMMUG00000021526"	493	289	534	5175	1151	1899	1272	922	1883	732	770	403
"ENSMMUG00000021527"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMMUG00000021529"	0	0	0	0	1	0	0	1	2	0	1	1
"ENSMMUG00000021530"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMMUG00000021531"	1411	853	939	1026	886	910	1368	1010	1737	1553	1772	497
"ENSMMUG00000021532"	77	101	89	91	210	81	52	80	60	68	137	17
"ENSMMUG00000021533"	2563	1365	2273	2960	2796	2987	1402	1525	1957	2205	1886	1030
"ENSMMUG00000021534"	133	435	248	259	331	107	162	85	31	135	281	92
"ENSMMUG00000021535"	3433	6336	5505	4741	6325	5882	4168	3570	4457	3829	6478	2601
"ENSMMUG00000021536"	5	2	5	6	1	8	0	3	3	0	6	0
"ENSMMUG00000021537"	1009	537	582	553	542	503	777	515	711	857	688	413
"ENSMMUG00000021538"	26	17	96	46	49	55	162	187	234	14	32	43
"ENSMMUG00000021539"	1476	620	1134	1148	1546	2133	2997	3709	4968	1848	1829	675
"ENSMMUG00000021542"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMMUG00000021543"	3	1	3	2	1	0	8	5	15	0	1	0
"ENSMMUG00000021544"	0	0	0	0	0	0	0	1	0	0	0	0
"ENSMMUG00000021545"	415	234	248	65	67	64	39	33	17	445	408	77
"ENSMMUG00000021546"	5	0	8	0	0	2	3	3	2	4	0	0
"ENSMMUG00000021547"	51	91	134	53	55	37	45	46	26	62	90	94
"ENSMMUG00000021548"	4	3	2	53	8	13	100	102	34	0	3	0
"ENSMMUG00000021549"	362	289	498	1566	1910	2292	627	661	271	249	239	282
"ENSMMUG00000021550"	0	1	1	0	1	1	0	2	0	0	0	0
"ENSMMUG00000021551"	0	0	0	0	0	1	0	0	0	0	0	0
"ENSMMUG00000021552"	7	1	3	3	3	2	7	8	4	8	11	4
"ENSMMUG00000021553"	89	64	76	86	58	163	115	69	124	107	98	42
"ENSMMUG00000021554"	538	282	301	254	354	406	577	517	389	411	402	172
"ENSMMUG00000021555"	4	3	0	0	2	1	1	3	0	4	2	0
"ENSMMUG00000021556"	7	8	2	5	3	8	3	3	4	3	9	2
"ENSMMUG00000021557"	13	5	5	5	13	14	18	25	12	2	8	0
"ENSMMUG00000021558"	31	28	41	40	53	94	117	206	131	29	38	62
"ENSMMUG00000021559"	19	17	60	31	53	15	75	80	66	11	42	13
"ENSMMUG00000021560"	11	3	16	1	7	10	17	22	23	19	11	1
"ENSMMUG00000021561"	213	254	233	238	201	237	182	127	174	254	319	140
"ENSMMUG00000021563"	610	362	517	814	901	1135	637	522	617	434	440	209
"ENSMMUG00000021564"	673	358	621	385	533	507	545	507	375	721	773	334
"ENSMMUG00000021565"	118	331	164	170	180	80	107	95	74	149	213	122
"ENSMMUG00000021567"	575	244	490	703	888	1095	1170	944	1191	657	623	342
"ENSMMUG00000021568"	2297	1198	2576	2590	2390	4790	5021	4238	7873	2606	7275	1801
"ENSMMUG00000021570"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMMUG00000021571"	304	192	260	430	335	364	237	190	254	495	470	227
"ENSMMUG00000021572"	1129	611	907	1618	1554	1605	978	816	1069	956	955	311
"ENSMMUG00000021573"	1	0	0	0	0	2	0	1	1	1	1	0
"ENSMMUG00000021574"	15	8	12	21	20	55	4	7	13	4	4	3
"ENSMMUG00000021575"	0	0	4	1	0	0	0	0	2	0	0	0
"ENSMMUG00000021576"	0	0	1	0	0	1	2	2	1	0	0	0
"ENSMMUG00000021577"	20	6	5	2	14	6	10	20	3	21	33	10
"ENSMMUG00000021578"	0	0	0	0	0	0	1	4	4	0	0	0
"ENSMMUG00000021579"	3	0	1	0	0	0	2	1	0	0	0	0
"ENSMMUG00000021580"	1	0	0	0	0	2	1	1	1	0	0	0
"ENSMMUG00000021581"	1	0	0	0	0	0	0	0	1	0	0	0
"ENSMMUG00000021582"	18	8	23	16	25	50	39	18	42	10	26	11
"ENSMMUG00000021585"	1	0	1	0	0	1	2	0	0	0	1	0
"ENSMMUG00000021586"	2	4	17	43	24	241	30	10	223	3	5	0
"ENSMMUG00000021587"	0	0	0	2	0	2	0	0	0	0	0	0
"ENSMMUG00000021588"	807	1104	920	715	565	413	404	236	220	787	1407	490
"ENSMMUG00000021589"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMMUG00000021590"	99	61	87	98	97	149	121	129	81	128	102	38
"ENSMMUG00000021591"	0	2	1	20	4	1	23	10	6	9	5	0
"ENSMMUG00000021592"	0	0	0	0	0	0	0	0	0	0	0	0
